NOC 2006,Occupation,Skill Level,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
0631,Restaurant and Food Service Managers,MGMT,3816.9260856748933,370.69860452753824,1312.5345993323062,994.97944898195215,2523.3492299313143,2117.4283509028669,1431.3231219881854,1572.3609311668199,1708.9655970746112,1921.1399771458596,
0632,Accommodation Service Managers,MGMT,410.83201949792124,1135.7118131748525,618.85030520874773,1262.7117077431797,813.88849885515049,396.009176993697,845.38121268749364,746.70531682754972,808.41275069237849,739.8851991928185,
0712,Residential Home Builders and Renovators,MGMT,1360.2469617230079,3786.2133629661748,3346.373974063622,2309.025845042509,2761.9320017876744,1466.3267473857768,2733.0485807359355,2406.5413758552804,2306.6792378189593,2363.2904674773172,
1111,Financial Auditors and Accountants,A,1912.5460793658767,4979.4874732947883,3357.0973728005224,4883.6476338695447,2090.6958665073994,2926.5881885645722,3568.4020568547021,3121.6106086576774,3217.0124483753889,2976.3002045560047,
1114,Other Financial Officers,A,1309.0734989519851,3963.4487716442673,2888.6033205722811,2015.6097615580929,3040.4830939472877,1035.3565286797716,2722.332303947479,2173.187630079773,2122.7080379993367,2220.2608434747372,
1121,Specialists in Human Resources,A,1935.8367727177745,1903.7025728296328,1154.2968533075748,1108.7367229720164,1722.6404891183722,1432.6855513364496,1373.8865588033248,1199.8140780859217,1276.8359038607821,1343.0075016505614,
1223,Personnel and Recruitment Officers,B,441.9186745373076,114.11004743543981,865.14108472088571,835.88306742393036,231.10117647312825,455.96259019775243,475.64163307954561,570.07677491344248,499.14968040730366,440.4434104646046,
1224,Property Administrators,B,772.30375498781245,1169.1551765988465,691.00573487519978,45.589923122352843,779.49900484788623,671.67144547139037,669.66077608438184,530.65689516583461,517.69285997374277,631.11116215323773,
1226,Conference and Event Planners,B,330.04295710234265,855.61014428497447,732.81882864619593,631.94424783409022,1018.5866516494049,144.02581083738585,676.93588700198393,606.81146268285534,599.57862949803632,606.40553505658954,
1228,"Immigration, Employment Insurance and Revenue Officers",B,284.9406372050347,573.90825347098803,676.92960514467097,198.24087123452568,502.01100444201131,427.93964858030569,473.70905047314585,428.38951052481764,390.89476468185768,441.79922362982938,
1422,Data Entry Clerks,C,1658.6865213845481,163.29822310672751,990.88106896571878,387.92118540245281,639.20828644863116,1259.1499170512157,728.32938532860578,812.97626800422688,795.11578121867853,892.62726745231851,
1423,Desktop Publishing Operators and Related Occupations,C,30.199074426554219,1.3416369449424295,116.36899869492261,122.51819584132502,123.95212423229715,13.91503103808131,89.302725772472712,104.95221515056869,97.606043205506168,83.610435174639136,
1431,Accounting and Related Clerks,C,5359.9708000730407,2405.6684244464659,2264.4050836820079,1870.3270855030466,2165.4434917828703,3466.6975308928054,2506.4940265190362,2374.1325292129982,2480.1927594234749,2672.1591008352698,
1432,Payroll Clerks,C,1299.778358398512,1071.4405867981532,1079.1704592553886,397.12202551382609,13.92496334348192,1034.4005656869592,744.32917085183647,635.86749313157895,563.03690416815516,614.14753807507122,
1434,"Banking, Insurance and Other Financial Clerks",C,345.87709172814186,1303.2244569852626,1062.8709883249248,780.87099017844821,316.86814864223913,728.49416645551241,997.88832740874182,756.86354734439396,716.54162760072506,722.02582852130104,
1435,Collectors,C,656.78877617105115,-7.2028561465202188,54.590360836133186,748.50243640523206,597.21225879934718,356.15117752825171,305.207477863674,347.3559052811687,510.60031376841152,435.51380560513167,
2122,Forestry Professionals,A,15.825743885969054,3.3306497770162089,34.31362529840348,58.611963803189987,57.322045593037231,3.2958687160423779,10.092466083055189,38.105354757397876,40.649878235102186,30.468633174999223,
2123,"Agricultural Representatives, Consultants and Specialists",A,12.954560598085756,3.4620876619726069,50.862113623898843,4.5949425542263285,48.930543184612063,-4.4078079055940194,29.548541255605915,33.463388496498922,16.544838586103527,29.99685418649009,
2131,Civil Engineers,A,312.13845697781824,486.33454208724709,1436.4490925847704,1757.9890997066241,600.13984399878757,128.45582383573458,879.97965889108684,915.50448804042776,842.07242620948159,689.8139287936084,
2132,Mechanical Engineers,A,1366.636104374812,937.36727799643575,906.03198742477389,347.92261120575188,158.63611551382803,910.00546519908619,649.12027634069932,551.32522350864383,505.53433896163733,569.3962671385716,
2133,Electrical and Electronics Engineers,A,1078.441236650827,-23.214527230666363,414.43376703068668,512.53680629875794,248.45928376690728,734.54686323481815,322.64172613325081,414.18143080042057,435.79600674086703,442.6691422899728,
2134,Chemical Engineers,A,261.58640863535754,222.20066084958958,258.34279487600998,0.4037552292761859,49.589075232548396,184.75322930791938,154.74284991177552,106.06776525419275,78.656440521581445,117.86741903952287,
2141,Industrial and Manufacturing Engineers,A,570.73414233555809,-7.5327412521797896,138.5169598021661,-2.5779188341614372,450.53877039854012,339.20455257201814,119.9813518671113,174.03580707108367,193.41753126246559,296.18638979198863,
2142,Metallurgical and Materials Engineers,A,18.064106458948615,14.472070748875367,15.250204527435976,-8.5775269609041693E-2,-0.63488624238508695,15.050133912414381,11.864050411115931,5.5610060321562926,2.3816185502770457,4.3332394912616179,
2152,Landscape Architects,A,60.482114978407814,1.8282384434773995,5.5717505333630051,1.9272600868943535,45.140071119914907,11.59064817782787,1.5395375647226004,21.456268614892608,25.662572278974189,31.87321998899623,
2153,Urban and Land Use Planners,A,86.516793444808854,280.15833859827535,167.25166431355603,27.990428539719915,336.69933386703622,15.590472454040139,192.92997489445062,166.91470827057586,173.89112880362961,213.95285293008087,
2154,Land Surveyors,A,189.66040425398586,6.1186576933299577,36.035590851928333,131.38950352440497,175.04900253266732,74.458294130748669,32.522153275731853,83.1974162188897,95.921778678140186,92.915679075709392,
2171,Information Systems Analysts and Consultants,A,564.9072015593274,4408.7066904014828,3763.8557077215055,2403.3775666728889,1490.3981870416696,941.36143017974609,2917.018615306074,2191.3786602694154,2002.9710594278445,1999.9392529187974,
2172,Database Analysts and Data Administrators,A,708.74003489486438,585.95486184938943,316.78913758082876,-163.56694307526527,-94.123812366624009,601.24624933653331,328.22656664776292,184.3425632737387,175.25737751485045,256.69600979727517,
2174,Computer Programmers and Interactive Media Developers,A,3885.6677788498878,1495.7337591167025,2058.0942919966087,1194.1562961134803,1551.5055213706776,1965.0482735986188,1655.1930006686964,1584.9673333388832,1601.0479444732812,1751.4125454020664,
2175,Web Designers and Developers,A,41.979230245276369,-132.68448968645126,606.11662444706849,314.97908003789928,438.05674157768078,227.25487562852138,289.11723089165383,358.48062186553261,328.54424407893634,344.01329635525565,
2211,Chemical Technologists and Technicians,B,521.57838939765679,66.91609850785926,68.374466902202016,407.79286895804671,135.56511138551042,281.49374478613322,178.35379157104586,191.9141705388277,231.6754464831609,205.67514136655561,
2221,Biological Technologists and Technicians,B,100.17548656458713,6.3599005838398242,2.8260815903221328,46.422001441775237,4.459132749038428,82.046158069427747,12.173073897032609,31.695955423541463,39.018286089044196,38.986688150452736,
2222,Agricultural and Fish Products Inspectors,B,30.087282442776257,103.7618730630891,110.59556175309051,10.029883278990738,67.379924415719998,28.182393950345734,91.227559902406085,64.604678138719194,42.963491593795659,59.458619852421762,
2223,Forestry Technologists and Technicians,B,65.948456139753759,40.461938818620169,32.083614641138482,4.6325072131314151,23.422278062582397,52.560386436300526,30.537330282828808,27.005027162089188,26.805267936586365,32.415408472950134,
2225,Landscape and Horticulture Technicians and Specialists,B,167.67004591987353,259.82881932660632,591.80822358877333,639.9905253947336,615.89089971508736,50.255507031653394,424.54854356394981,443.07187243195256,387.71146638007542,341.52242110077714,
2231,Civil Engineering Technologists and Technicians,B,610.10638570639958,523.71472905110795,178.81467106503109,0.25299074046694159,238.27658968323118,491.40494963185449,276.56459516879931,207.07698214311708,228.099385703027,284.44112116791706,
2232,Mechanical Engineering Technologists and Technicians,B,130.54416887263449,456.66032578895954,516.72621813904664,511.61123760062378,-23.696290186020065,127.92288345439897,346.79677220217093,293.38652624736199,261.11621558632248,194.40390966056012,
2233,Industrial Engineering and Manufacturing Technologists and Technicians,B,153.23088412290915,448.63992329797179,561.77229909350467,588.21694896936833,242.89763128448485,37.418821880164501,405.63532268764345,379.26861454627488,320.57871479123889,245.89623870060356,
2234,Construction Estimators,B,512.38705824512658,438.72236595516017,467.58481932474729,35.762635555373407,-1.1226436360777541,346.46189523306151,303.55266354553294,247.68430797375038,172.69467197350525,208.99818289569325,
2242,Electronic Service Technicians (Household and Business Equipment),B,2100.4194044261453,499.82904062961973,310.01261308305197,566.68556199266823,1482.2397837180615,1226.0856528605932,840.87136536605533,880.41919615586926,1034.7439861236417,1142.8508521941735,
2243,Industrial Instrument Technicians and Mechanics,B,120.05193173315186,103.01745918582304,102.53251292078585,69.697511067618137,8.5047003513464929,114.03557167146954,77.559396484293913,62.864693320692886,55.791574929368878,52.947125118163704,
2244,"Aircraft Instrument, Electrical and Avionics Mechanics, Technicians and Inspectors",B,52.522428871012217,13.591070853403622,160.60148434134106,177.85470305217234,113.75373860040798,-0.71995337796703041,91.689429035494825,126.1439613690096,123.16480008641619,94.953072556441782,
2251,Architectural Technologists and Technicians,B,46.428009036079175,7.6686481280511885,86.192789524398307,52.184703163205079,156.99414824908047,9.9784348821641373,76.081862940738006,85.14714793655655,90.306739475873499,100.78950553715688,
2253,Drafting Technologists and Technicians,B,188.64645241176882,43.94411854478119,459.80334622566102,373.13110623841158,591.85422865209273,225.18170214807657,303.33035535351337,366.97986386768264,367.78452376832462,375.87917228074934,
