NOC 2006,Occupation,Skill Level,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0631,Restaurant and Food Service Managers,MGMT,1239.8874998622323,1232.5783001325738,1245.5825900554846,1250.7981976452481,1313.5296742273126,1349.2205511566995,1369.7486937017457,1386.4919022173356,1407.9038781203794,1442.1714737219295
0632,Accommodation Service Managers,MGMT,498.62170467005558,520.98665030130587,528.14103816308545,552.3141110268482,571.98951101522437,573.32645521811889,588.54058256639382,597.69666840843001,608.92322090771881,621.17468025907317
0712,Residential Home Builders and Renovators,MGMT,1605.5866530023256,1680.8862890653384,1748.1287304996504,1786.1503123061109,1842.6424463901128,1834.9098009349536,1885.2001811779255,1918.6294091826112,1941.6057183147959,1954.2948090263026
1111,Financial Auditors and Accountants,A,2289.145284454984,2329.3955043708502,2339.5598522699179,2418.8613836976097,2431.7969300027703,2452.0454199031738,2487.5772449526885,2511.8888128923145,2526.7922526198809,2543.1348839390471
1114,Other Financial Officers,A,1563.8704497925073,1606.1677009404375,1628.1885100279792,1647.0005953870696,1698.7155557170618,1686.0072425532821,1717.6071755064486,1734.8698307511361,1742.5141198946458,1758.2732153991662
1121,Specialists in Human Resources,A,1115.6751863920351,1109.30829744777,1080.6966877297948,1085.5190813891875,1084.2436123007885,1088.4910476092698,1076.2108405180359,1061.831356272804,1058.0609581815595,1037.5007291225154
1223,Personnel and Recruitment Officers,B,349.31926295627767,346.80982171804226,365.42573533309348,385.70719053601499,385.67598387612986,391.08306176671977,396.74083779422665,400.38787015248403,401.03116646071669,399.81232051557373
1224,Property Administrators,B,413.80001355534182,440.28668721633619,452.19169387666989,448.31194080162356,463.42452544403341,473.62373639543983,483.29805027984196,482.82275617135838,481.08414012857133,482.6710094485947
1226,Conference and Event Planners,B,392.64931702907535,410.55152263646823,424.20026278257723,437.82713183827258,460.21627936835523,454.70409423014132,465.01762102460424,467.44955244423699,468.70288131914742,469.99776464771367
1228,"Immigration, Employment Insurance and Revenue Officers",B,302.61343318992874,313.97439339282687,327.76690330695976,329.79593373750663,338.7956217711004,344.36490809293838,351.00131665439397,351.9470237388324,351.08358013212802,351.68462771767258
1422,Data Entry Clerks,C,485.72804051830786,511.80238443413543,546.07363574379303,568.24618367021901,595.98403395105754,634.91975132237485,666.53427594986795,697.29616007470497,707.3733642217004,720.27129673949605
1423,Desktop Publishing Operators and Related Occupations,C,38.956061397257557,40.772366296487753,44.416497854538946,48.547666035861795,52.772488564213987,53.519508754783686,56.992004023737053,60.688321418587975,62.428501599889543,63.715139969347277
1431,Accounting and Related Clerks,C,1535.1127472201429,1625.135752689016,1712.069575920568,1789.7446817876814,1858.2612092881111,1958.033108755259,2026.93169251739,2069.5693644232156,2089.7226089127525,2122.4116427531408
1432,Payroll Clerks,C,372.05272887859689,404.70934481646884,438.30065509020437,456.21091966447523,460.23801711908612,489.47710811671976,509.81792939485888,521.58420348772677,524.9867021981845,531.64161198387274
1434,"Banking, Insurance and Other Financial Clerks",C,434.57619542591613,473.86870329734273,508.54840642715499,537.06808702001808,549.31335167498025,571.17450812707534,598.33419954211763,612.42846972807115,617.9219901281773,625.73207686915589
1435,Collectors,C,250.6237414284418,256.44523583629524,263.14703059300155,286.23184448752784,303.45576917979457,314.34010163631973,322.82813659589527,328.79098722932201,335.14339156188771,340.57561137084008
2122,Forestry Professionals,A,19.670487674169784,20.006207140534901,21.224891855371059,22.744421557880436,22.807779010935022,22.499669382378443,22.076246139809275,22.217879105504139,22.46941195894626,22.872982433517887
2123,"Agricultural Representatives, Consultants and Specialists",A,17.358978554089596,17.667305169251183,19.238416801527713,19.414814787584966,19.468897204260127,19.031976759814732,19.177015872486937,19.308632404351854,19.085901917768968,19.526342158717547
2131,Civil Engineers,A,423.56266565158683,448.49409787543175,494.01141955523337,524.42862862921447,528.08019271915111,539.40985552934183,555.89396926689381,572.38204250508011,576.82775690406265,593.38924321241041
2132,Mechanical Engineers,A,329.13509438808336,358.46230316531671,390.27740501392094,394.4276639442329,391.55983495599014,416.15665469420071,428.27155347431591,437.80764836466921,438.36442042783347,451.90024169923078
2133,Electrical and Electronics Engineers,A,259.49364389597332,269.05354698915812,287.9241036273196,295.87242729825243,296.20405228063038,315.72831152437885,321.48359004755639,328.64862149715293,330.22220856482761,340.70774475837402
2134,Chemical Engineers,A,63.211615640177911,69.594413362965184,77.325924521489938,76.839399212802647,76.639056409841771,81.58532644362279,84.516489819569458,86.342184615740848,86.020116934089074,88.805256344934321
2141,Industrial and Manufacturing Engineers,A,139.72655896954146,145.24143387863876,143.77151451889168,144.8364960952365,157.48158776919936,161.74817781948826,163.18422012567549,166.3053760181111,167.87576288251958,172.55304006946901
2142,Metallurgical and Materials Engineers,A,4.1979537673473848,4.6335590889360239,4.7837195257566449,4.8191547312833789,4.9346590945195237,5.1551016618322896,5.3608378306692313,5.4602067977290929,5.4309073758800599,5.4739918402863692
2152,Landscape Architects,A,16.033161445881085,16.445027261352262,16.9667003656532,16.863238061957919,17.553013532385577,17.661695688903205,17.246712928782536,17.528158244637595,17.357673568060967,18.040063691920214
2153,Urban and Land Use Planners,A,110.92864299019561,119.57223436097641,126.23862232469867,125.78272209858937,130.92775035556852,130.08215295501083,131.26054352934827,133.48778025577215,131.69205293587845,136.2133469933618
2154,Land Surveyors,A,53.658989373658343,55.037401452756846,57.177519507346148,59.700769009210497,62.494006097270528,63.656723266063771,62.790068466848425,63.934485088886319,63.366120755525685,65.305493260484724
2171,Information Systems Analysts and Consultants,A,932.46538172807868,1035.1559763057051,1128.9318412142136,1178.6280249161193,1233.475686823012,1296.9360372222109,1372.2610927256128,1450.7425518689261,1496.1714738703163,1528.6758529105794
2172,Database Analysts and Data Administrators,A,123.93263204273111,137.58109119201927,147.70957355774613,147.94950865831083,150.99229798171694,165.76513394311991,174.72446618515238,183.23114917988525,187.71825948267374,191.89083352168387
2174,Computer Programmers and Interactive Media Developers,A,782.44903441097506,842.08284942680712,905.59205696468905,935.84423120796032,984.42330619922473,1052.563279825572,1103.0269980927044,1163.3407537371436,1199.6874963332996,1228.1673743757251
2175,Web Designers and Developers,A,154.09345989209334,160.69285340531869,175.52808468334541,182.48590778183424,193.81019182293167,204.92492926528755,214.25343556499314,226.76330265990919,234.11304623948374,239.70728140547055
2211,Chemical Technologists and Technicians,B,157.97134798125529,154.06094864219585,148.77074902871152,158.1675131102738,157.80159483560539,159.76723812396563,159.08031083998964,160.34351229697705,163.74411438131375,167.11709196076706
2221,Biological Technologists and Technicians,B,30.735952664374071,31.145669128378366,31.228112058128886,31.721694133413262,31.85936639546436,33.366027250132902,33.662192394560734,34.207789530058662,33.853368469497255,34.174544694628892
2222,Agricultural and Fish Products Inspectors,B,36.997839541418841,39.810060913052467,42.561828942700842,41.912666711363627,43.661294329091916,43.564444007867799,45.933300536441322,47.249646116131956,46.47150301807347,47.070090888067071
2223,Forestry Technologists and Technicians,B,20.541229258640939,21.688828089065609,22.49119324309352,22.131576053652619,22.74515938644976,23.666501113532043,24.452877914507727,24.955804921300366,24.653414757200853,24.994124648840373
2225,Landscape and Horticulture Technicians and Specialists,B,205.04855403484981,213.02773043622719,227.7527241301442,238.83650620782558,254.71056620328716,251.21689108486083,262.20585186853032,271.70932118954295,270.94811582514615,274.30152239136623
2231,Civil Engineering Technologists and Technicians,B,185.30916975746598,196.41958075968475,200.9237999448554,202.87138617346869,202.58110069995797,209.95049357796111,210.53647792094037,208.83791091831185,209.83109311725718,209.27638812766321
2232,Mechanical Engineering Technologists and Technicians,B,162.05416114348861,171.73915080703807,184.31535456635413,198.78154726444404,192.15718571879336,190.80000593576347,193.676874379477,194.62183821718841,196.73340597214369,194.46721255703133
2233,Industrial Engineering and Manufacturing Technologists and Technicians,B,188.89533309747591,198.22832986928438,211.91367109514908,228.54594792353834,227.58943567605328,223.16598053154837,226.53111564472587,228.51647844647144,231.33752020252462,229.09058222262908
2234,Construction Estimators,B,155.68855230019398,164.99310831115881,176.38394729485549,178.97488905020734,173.50887561375364,177.98380830513855,180.177504021793,180.44117952528029,180.70346173759947,179.35711808594428
2242,Electronic Service Technicians (Household and Business Equipment),B,669.01878099153294,662.69176949698669,673.29416953533814,685.39708506804163,736.09385617277803,773.85567306900555,798.60290444142731,834.26066592599568,851.92967802972987,862.95095331545656
2243,Industrial Instrument Technicians and Mechanics,B,38.504293850717687,39.963531154213285,42.722343237618361,44.362081762043637,45.287963054036574,48.685251701087445,50.948466694486271,53.423120010362091,54.237866483334344,54.338661754079986
2244,"Aircraft Instrument, Electrical and Avionics Mechanics, Technicians and Inspectors",B,63.671064882440369,62.234515834110212,66.55426112011645,70.898710318572398,75.076805955932912,75.428865533676017,78.119676130652763,82.80177372994477,85.174517956970789,85.690848293432225
2251,Architectural Technologists and Technicians,B,57.487077376314801,58.505765615951475,60.44944463769329,61.119132579398858,62.898329267770926,62.333518352514247,64.945530617087002,64.947627993458966,66.557959132426575,67.143909083639784
2253,Drafting Technologists and Technicians,B,234.75237221207468,239.20951293117093,249.73955559354022,256.35003959746746,262.20131121285465,264.3381101965843,274.92531277357375,275.09864897706268,281.54355674248433,282.73936204266306
2254,Land Survey Technologists and Technicians,B,22.750008523002371,24.361227014382798,25.271805726356181,25.157936321638548,25.890291561879764,25.682351157238148,26.888692352403673,26.772082362235732,27.270062322044268,27.589468277294422
2261,Non-Destructive Testers and Inspectors,B,59.414989994566334,56.641460481820666,56.908569521654329,59.339282389535498,63.124712634271873,60.565927369968527,59.076118030519382,58.587137569800149,59.783567637281692,59.043834321480574
