NOC 2006,Occupation,Skill Level,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0121,"Insurance, Real Estate and Financial Brokerage Managers",MGMT,14322.796023567682,14259.014513432141,14537.188842603009,14936.060394492053,15428.918974794997,15434.216512759222,15366.144874346041,15558.455363866928,15708.642323920962,15834.713930597332,15903.64424003217
0122,"Banking, Credit and Other Investment Managers",MGMT,34454.513200405534,34302.073869195825,34044.377413126873,34718.308130287354,34944.507943778823,36138.253560167286,35880.339600833948,36115.588136734943,36400.958978312796,36670.485864238151,36994.581111815132
0123,Other Business Services Managers,MGMT,8692.8859488734779,9188.4176358263958,9142.0771449062813,9038.5611105726693,8828.0384338753647,8884.9363788164228,9293.0833515900522,9289.4407398329513,9281.4312989918617,9311.0364359032756,9402.6893598219503
0131,Telecommunication Carriers Managers,MGMT,4566.898734789168,4826.7734596990067,4780.0735217218535,4947.0889989877096,4804.7972472740912,4908.0088195738435,5000.7462202201159,5023.7672646039873,5054.0801128754092,5064.8933623662469,5114.1975293766427
0132,Postal and Courier Services Managers,MGMT,1617.9425026849451,1710.4072403662726,1781.1570713034555,1744.7149261950533,1774.0663223562785,1740.1530830861557,1789.1050744554955,1815.1139327100213,1814.6395318789707,1825.142949400361,1833.9882889472763
0211,Engineering Managers,MGMT,4968.8761292413437,5252.7896073763286,5215.7892996928349,5177.6940624712333,5079.318252414535,5068.6278327247337,5271.1233474072878,5260.4257586403273,5247.7714694445885,5250.4605010537944,5304.5800006926775
0212,Architecture and Science Managers,MGMT,5009.8802770640104,4986.6231688589696,5026.0212788873996,5240.8260990818271,5277.5977643323968,5480.8014592099134,5313.9055180384539,5379.6084600851755,5442.667716222094,5483.9552839521675,5533.0659150060292
0213,Computer and Information Systems Managers,MGMT,31044.264629931826,30906.311904652852,30516.904219552685,30803.738226230882,31458.773606678329,32670.032842616238,31960.496029981161,32160.301581311182,32435.74348794813,32767.820154011159,33073.739330500044
0311,Managers in Health Care,MGMT,15207.795747787924,15140.060938144527,15553.75179814886,16123.296374433108,16181.055983461141,16396.231578040635,16355.410796518123,16567.946380696983,16712.386071692945,16797.584483934093,16909.626307346836
0312,Administrators - Post-Secondary Education and Vocational Training,MGMT,6193.8556635299019,6166.3293917060064,6351.3818361044405,6583.2421278247812,6530.9169855217024,6847.1224511508217,6690.2317270390276,6782.8520540150512,6845.4206046823347,6884.7067176744322,6951.7763054804591
0313,School Principals and Administrators of Elementary and Secondary Education,MGMT,11487.73229942388,12144.10284203385,12164.201888647536,12619.625220692216,12496.189033269971,12495.194321718664,12758.634489638725,12853.60748381711,12945.086068315748,12983.587346582424,13072.460351883605
0314,"Managers in Social, Community and Correctional Services",MGMT,11184.873797841068,11823.797904844718,12382.385372829502,12137.193894509504,11983.866041087036,12256.881894490894,12484.852270393925,12590.465662896113,12581.374113054695,12645.66072921629,12771.35481885057
0411,Government Managers - Health and Social Policy Development and Program Administration,MGMT,2879.9531024210764,3044.4826060274563,3137.3076120652549,3269.8795905462312,3247.7637811938598,3176.3381214207698,3310.2933623394565,3360.9958672610956,3397.6519902529344,3392.824617177575,3396.1860343294893
0412,"Government Managers - Economic Analysis, Policy Development and Program Administration",MGMT,3623.9402292533127,3820.9274101537167,3867.4133388993578,4030.8371090242076,3954.2514973774346,3981.1088211074311,4048.1281096100915,4093.7745955557111,4133.0767929772146,4129.0452040778546,4161.4485768397026
0413,Government Managers - Education Policy Development and Program Administration,MGMT,95.998432331593207,95.571136821617515,99.524371790982684,103.72993417394176,108.05344862368548,105.67710927835782,103.49710680631081,107.79121653656895,111.70210878998947,112.68486841570656,111.72193405613399
0414,Other Managers in Public Administration,MGMT,6161.8993752841398,6134.472344721029,6409.851399812168,6661.3261406625134,6800.1984372535517,6730.0073938188634,6742.9577554596999,6853.3911641376199,6918.2121718476792,6956.2181716087298,6981.8457656155142
0511,"Library, Archive, Museum and Art Gallery Managers",MGMT,788.98195032829994,834.06137995999256,817.9659299841619,796.20653361388372,781.07866738286543,783.55007327734802,814.85349113451923,800.72199895931885,796.75665152365582,797.98695781285448,808.08092987661939
0512,"Managers - Publishing, Motion Pictures, Broadcasting and Performing Arts",MGMT,3995.9069490389388,4216.0080398050732,4257.8323559269693,4179.2439727231031,4353.4369075354025,4428.5539097673955,4468.553039846106,4475.4326916581631,4468.0743255371626,4534.7067015746752,4568.0560193771616
0513,"Recreation, Sports and Fitness Program and Service Directors",MGMT,4027.9178385049399,4010.0056127995335,3976.2777409020518,4126.9887606650245,4299.0036726601002,4423.5083085798724,4332.2561997710654,4395.9935058916199,4473.407418926854,4543.377668445537,4558.1032651039059
0611,"Sales, Marketing and Advertising Managers",MGMT,49833.700608446547,52680.120182983846,52425.584507794229,51285.457791657362,51852.463034770604,52046.895071927793,53647.908114032594,53704.076784693505,53747.88127020494,54141.208498932174,54565.42149725902
0621,Retail Trade Managers,MGMT,119520.56189770519,126344.97104278854,126832.47939693667,125588.57283147582,126283.43442341375,128480.09115632842,130557.25726348023,131088.27034963135,131434.97560253349,132360.00309849484,133497.74924189979
0631,Restaurant and Food Service Managers,MGMT,45111.398707485561,47688.437293298222,46826.557597693187,46893.509606970008,46637.690858306712,47847.510414010714,48615.718213756882,48677.292642043321,48863.161670992806,49164.223389947038,49643.191893370968
0632,Accommodation Service Managers,MGMT,19265.731150730509,19177.941465558375,19792.666628431922,19883.375895477584,20593.773492193915,20835.672480033842,20658.35520180942,20915.195831930519,21064.204480349639,21263.694010134299,21382.404529068044
0641,Commissioned Police Officers,MGMT,745.98781791008889,788.60556390672753,808.55924456717923,793.63536823412778,823.21577628466116,805.11140234938182,837.27621165649055,839.94849088090962,837.60181807021036,843.90236185252093,846.34246945914867
0642,Fire Chiefs and Senior Firefighting Officers,MGMT,1704.9721575558999,1697.3832112400569,1768.77723417673,1843.5197607248258,1920.3585670793109,1954.2008645336232,1913.8878511994815,1969.3556299980769,2018.7979741114214,2061.5902556649826,2056.9127319909608
0643,"Commissioned Officers, Armed Forces",MGMT,7.9998693609661009,8.4568961276860879,8.2936976492485588,8.1406178113853969,8.4799227479753174,8.8064257731964855,9.1582491417955421,8.9542017688814113,8.7364898874640478,9.0571822903866721,9.4280524319472612
0651,Other Services Managers,MGMT,7446.891753599446,7413.7318298366108,7438.4146309396701,7425.7394020431229,7735.2478559018073,7739.6457568507676,7724.8319562528668,7787.5605177194329,7846.6453610906165,7934.9852570676503,7968.7716177177199
0711,Construction Managers,MGMT,15523.547860083603,16410.60694493261,16611.943561086558,16897.809038934829,16874.790588661974,16830.968839467867,17232.053213510269,17358.509701994291,17443.082592963379,17517.387314252832,17634.156885517663
0712,Residential Home Builders and Renovators,MGMT,55287.345803678014,55042.006112398696,57147.333186299533,58745.578429863504,59268.453962599902,60187.743517997464,59819.160464448287,60667.008864006297,61154.920830678966,61519.994350183129,61928.990008634144
0713,Transportation Managers,MGMT,7883.7197734553138,8334.2711283707522,8335.8389086011266,8258.3995009479477,8183.7698728468031,8311.2135351373909,8537.4975291095743,8556.8857974100792,8567.5282895520286,8612.7040170702112,8693.7513755860418
0721,Facility Operation and Maintenance Managers,MGMT,14052.597104927156,14855.595153336642,14433.990089788662,14181.89050895678,14266.504375282078,14419.738371656164,14873.50439258404,14835.90772624997,14858.303030465224,14966.130367373376,15097.400031515972
0811,Primary Production Managers (Except Agriculture),MGMT,983.81888422938539,1047.4892754260986,1074.4544495576833,1050.3152174206873,1030.3593039831837,1070.0312956727898,1083.1678557467042,1086.9459492934882,1084.2062751076514,1088.0478388147501,1104.9912113689631
0911,Manufacturing Managers,MGMT,30521.833532882007,32266.230070310074,31643.566677768438,31059.509693804815,31441.355991811703,32760.192364027789,33413.052392097474,33132.406435447614,33121.973311585774,33478.877539635432,33871.35792996228
0912,Utilities Managers,MGMT,1888.7927749011296,1996.8845980335373,1958.3493573539522,1992.8847315279265,1939.276804633306,1944.538845015295,2035.8128765540494,2029.0733072348439,2035.464382127984,2039.7121942874021,2058.6663072267424
1111,Financial Auditors and Accountants,A,83794.273118608748,83417.67391351964,86067.765882443578,87085.303402974183,89550.089653146119,89208.988589650748,89683.531358312146,90764.35617021416,91374.077965979523,92064.298161735031,92497.463482351988
1112,Financial and Investment Analysts,A,29040.409589426643,29551.266578201976,28927.83302265191,28458.445731593762,29517.08847193763,30109.860745097489,30202.172046529358,30256.315513248122,30409.47391480529,30749.225183196435,30975.983834898125
1113,"Securities Agents, Investment Dealers and Brokers",A,10528.849753752813,11130.332420610428,10915.542823312006,11254.194049859905,11151.395549743464,11295.330350967944,11541.655688303716,11542.447258898137,11626.246995487461,11677.583059808325,11775.885972545675
1114,Other Financial Officers,A,57243.069433877856,56988.272483037334,59345.553553741163,60605.968364285465,60974.577530456489,62316.345068686715,61665.694354813204,62670.419483254234,63108.737282582872,63488.931200687563,63950.918828763133
1121,Specialists in Human Resources,A,33303.297738384077,34123.459324709816,34917.853600091679,34991.453765669459,35014.671407252288,35653.068284069872,35997.262787797052,36294.938506082341,36432.921227895458,36651.696173574681,36957.202946102727
1122,Professional Occupations in Business Services to Management,A,70390.440147077737,70078.53159868902,73067.433735495128,75422.209183865561,76416.278586782268,78020.73935859176,76829.990891869777,78049.702320939148,78773.344256042459,79295.635442457133,79818.048688077746
1211,"Supervisors, General Office and Administrative Support Clerks",B,10242.809674668884,10196.245658723823,10618.006415413111,11019.17015731959,11131.001004785501,11139.73565988583,11061.074926743762,11298.445131500303,11394.58192462497,11447.158585355784,11501.759170290396
1212,"Supervisors, Finance and Insurance Clerks",B,21463.617273877851,21365.126743094137,21749.673785474781,21525.711247663865,22251.427603087875,22927.34786063333,22624.904048450666,22829.422364201138,22961.328401046423,23209.975072124274,23387.100146251079
1213,"Supervisors, Library, Correspondence and Related Information Clerks",B,10169.799885444692,10124.567303501673,10543.36313330438,10780.044950815909,10545.477219744866,10659.859102814646,10772.073254652647,10957.04411302369,10998.267400889392,11018.729933296621,11106.623680971099
1214,"Supervisors, Mail and Message Distribution Occupations",B,3352.8971210575787,3545.553698995775,3611.7123749050943,3545.0496674082051,3719.1777282760231,3734.7460962167033,3841.4100662240403,3843.0072375132227,3824.4653968340867,3874.3477382056317,3902.9028127798983
1215,"Supervisors, Recording, Distributing and Scheduling Occupations",B,23947.432581682759,25316.775652218876,25117.402310457423,24598.664095337081,24694.97552934934,25534.490028455741,25815.757817870908,25849.852133191282,25895.665995457439,26108.412108711189,26377.771429730379
1221,Administrative Officers,B,91813.981229544399,91407.819154063502,90530.683412494138,92398.851729081012,94271.414777153434,95680.101515822607,95658.685641028307,96295.028456313405,97107.008291340273,97872.114998943594,98526.703085595727
1222,Executive Assistants,B,16418.67491174005,16602.726706598431,16192.044368047273,15808.390785629786,16064.197110900588,16785.061519469175,16786.408739872419,16778.68678812997,16831.919163839288,17008.127126795036,17188.443342961746
1223,Personnel and Recruitment Officers,B,11965.832994452421,12058.432406033451,11825.732631750849,12325.447981138641,12775.623858026556,12621.049050623555,12685.928579054587,12764.829374339906,12934.518279100865,13032.636793047452,13073.267882996483
1224,Property Administrators,B,13925.791521429566,14284.295262862037,15013.163752244547,15251.977793243077,14849.255775563806,15165.330254967659,15363.37796404361,15549.740689848149,15597.574828842626,15634.183548687797,15782.62370139244
1225,Purchasing Agents and Officers,B,15969.329461879279,16116.631931196889,15805.618320491896,15803.79949027982,16379.755466343902,16719.643836699168,16728.594853720391,16736.366897394106,16862.46920116718,17045.990633097997,17168.179911367464
1226,Conference and Event Planners,B,13616.783729363488,13554.177369436755,13999.235991085261,14307.85455694888,14501.971672944697,15060.342045225747,14749.663761832991,14961.582027810371,15100.943938048989,15231.819686227878,15368.227456636754
1227,Court Officers and Justices of the Peace,B,1778.9718859395057,1880.6022763886576,1844.3110147457924,1926.7345076512138,2007.0417453913517,1962.90236503605,2041.3217987625269,2047.8833579732914,2075.6019784807168,2095.1730373242904,2078.6779805115834
1228,"Immigration, Employment Insurance and Revenue Officers",B,10463.82912414366,10446.156328158766,10706.090188236927,11055.252890074638,10923.697827571657,11086.913210242568,11170.487950729936,11293.195684548687,11369.638171334673,11409.449355884402,11499.563951796559
1231,Bookkeepers,B,46719.853168400667,49386.15905196427,49575.911838666274,49321.358235888154,49779.229489882848,49351.900598905493,50989.519661671337,51188.041295689422,51312.926787442186,51612.938044135088,51944.51290643782
1232,Loan Officers,B,15913.764972069115,16822.880628470579,16498.238055480153,16072.747112427434,15622.44953804991,16364.885742736169,16838.448936512326,16732.172194768777,16711.091756263955,16806.642745050911,17037.420728332774
1233,Insurance Adjusters and Claims Examiners,B,13946.79002809092,13884.694226998832,14207.891007420441,14515.716534281531,14777.99776558176,14789.718923514478,14869.455610451992,15037.16553928376,15148.991017447197,15247.082971861551,15329.844552425295
1234,Insurance Underwriters,B,6443.9082298310504,6812.0298338130051,6913.8156470554959,7000.19001868533,7069.5061252346632,6984.2791690033901,7166.6465664896605,7221.9957811159975,7256.669325056363,7293.8084880384849,7333.3794355597402
1235,"Assessors, Valuators and Appraisers",B,4072.9382909854889,4306.6743543584216,4392.0025988764901,4445.2899782718441,4435.7441900984795,4338.1921583650419,4511.5062155067144,4541.5992211387784,4553.2112884620583,4564.516027329013,4585.9990793198094
1236,"Customs, Ship and Other Brokers",B,1773.9369590624799,1875.3167148052803,1952.887913840319,2035.4103335596703,1996.7376857445076,1952.8249149465723,2030.8417470248696,2072.5736335075862,2090.0509084036107,2069.5837037092419,2061.401301737013
1241,Secretaries (Except Legal and Medical),B,24204.381701213668,25584.225010213126,25090.508812961765,24461.109092962517,24313.147084880384,24405.287330947613,25380.2970128897,25149.804770823615,25126.817412286953,25277.007709431055,25520.762635741801
1242,Legal Secretaries,B,6054.9136294823966,6269.2714909395436,6528.5956357541681,6740.2335865124178,6612.1696392955164,6629.9068092860616,6754.3754802936619,6869.8275559030553,6897.1437783738083,6897.9420006114333,6950.770237173343
1243,Medical Secretaries,B,11394.847214802507,11727.372308460477,11501.061224503757,11574.697026208818,11962.664849013834,12150.033605367162,12198.314770270508,12204.766250595692,12301.999350454467,12426.421378053357,12510.910334163569
1244,Court Recorders and Medical Transcriptionists,B,2766.9735902636958,2925.0289483995639,2868.5826744904934,2815.6361853642729,2861.0185051714766,2798.0982472887918,2909.8843880249469,2891.1066957181315,2884.7808972659723,2900.3151020412552,2913.3668513699367
1411,General Office Clerks,C,18316.563130559814,18234.176474171039,17892.034523177517,18302.144248002158,19064.986582879821,18905.529244906553,18699.778718593683,18861.72531790406,19099.494130337418,19337.300835166898,19374.780239094423
1413,Records Management and Filing Clerks,C,9868.7718154371123,10431.581374654837,10367.316257332997,10403.324322223869,10205.661917365023,10147.995969728232,10553.416082356198,10555.86054100223,10557.09722564639,10570.907605789731,10665.590751467185
1414,Receptionists and Switchboard Operators,C,63348.937660870899,65735.300567908707,68069.13345515843,69128.280701250987,69369.016849297972,69413.956258387625,70404.846271889895,71200.381177463176,71561.857876295529,71907.997850148429,72366.654198840653
1422,Data Entry Clerks,C,20549.636329042605,21722.594809908845,21374.090648581438,21818.898081803363,21638.573083535597,21681.797336033171,22306.027501762012,22367.822611140749,22483.502719070271,22571.245136067249,22743.601106780072
1423,Desktop Publishing Operators and Related Occupations,C,1750.9391682167575,1742.1821812460541,1702.7514518945088,1774.7039527348925,1848.6744825403557,1919.8541182084389,1880.2496404917365,1912.5603622404722,1956.8242559724529,1992.0017975780695,2011.8970927833614
1424,Telephone Operators,C,263.9953975573394,280.13468401698731,274.72873442344684,269.65796478198547,280.89744079625518,272.29796303276572,285.51549618673829,279.15416161685823,281.23110155829505,289.2556174702782,289.56456057137518
1431,Accounting and Related Clerks,C,67000.589873062287,70825.447925915185,71605.980597672635,72158.316105434074,72238.89850914944,72546.080791644199,74054.745213781745,74534.307547783392,74838.870712573174,75229.340863083897,75779.088321166026
1432,Payroll Clerks,C,16237.659273056797,17165.384902576712,17832.116144558397,18472.985948723581,18413.897054572932,17967.584000797327,18512.507458367567,18747.018699824544,18861.301989468397,18899.352191438367,18981.858117529566
1433,Customer Service Representatives - Financial Services,C,39061.443883713873,40747.424077057629,41839.259254990429,42099.790980933074,41534.152183426282,42461.378167724062,43000.623322292857,43359.364178766904,43497.794657386286,43691.126642501542,44098.304794513315
1434,"Banking, Insurance and Other Financial Clerks",C,20138.727191026712,20050.028087328938,20879.383841016857,21433.706422914627,21677.509326073057,21445.064123040316,21602.383781368753,22001.937909235377,22146.3729868517,22244.992624324248,22341.286375976393
1435,Collectors,C,11156.854541299397,11563.019576042007,11299.371484059191,11090.814814302323,11553.085406220027,11846.84189583958,11888.652971731512,11871.03231299929,11889.597231051137,12065.054153257661,12159.992347491952
1441,Administrative Clerks,C,98306.833928590291,101016.58198392091,101485.17326865031,102627.82716213293,104840.99162814404,105140.80913439106,106133.90753469756,106925.07175947934,107623.72493730189,108425.0133874647,109065.47976136598
1442,Personnel Clerks,C,4771.9050241592122,4750.6819267978699,4947.1906484622532,4939.688442118736,5134.6963725161777,5297.8273421186377,5188.5389940733021,5313.0293699943522,5350.2939853182643,5406.7078930961598,5440.0384858029429
1443,Court Clerks,C,936.98469890315459,990.51395895518749,994.04065052838041,1020.719618146421,1000.0623560439229,978.0687264589094,1017.1433116454949,1021.080969333444,1023.6037482273473,1022.9831675800646,1027.8555941396887
1451,Library Clerks,C,3866.909935492723,4087.8521632287861,4190.9398217712896,4288.8723464944496,4192.4538158062796,4073.7707327855824,4236.520953643043,4267.8496575044228,4277.8988856972492,4277.7123010645673,4302.9098508412744
1452,"Correspondence, Publication and Related Clerks",C,1407.9707959871141,1488.4137179677818,1510.3363749177174,1523.3641970824306,1495.0975783929612,1458.2841135895585,1516.5436665713314,1523.2675870259027,1524.6008261160071,1526.3768710111958,1536.3023693225368
1453,"Customer Service, Information and Related Clerks",C,71474.722822431126,75559.195535980616,76614.872431314623,76336.333219193431,77048.39069394549,76838.135021738985,78801.787769752322,79270.959994833087,79498.056059238166,79978.874305063626,80511.293939161042
1454,Survey Interviewers and Statistical Clerks,C,4723.8781985471815,4993.7971617484618,4897.4284602949456,5104.3771754783875,5153.6010202931402,5129.2816604772715,5232.8128618672363,5232.0361018740205,5293.173712543844,5320.6241737614982,5350.2014757497946
1461,"Mail, Postal and Related Clerks",C,15350.543543467584,15423.929177891197,15167.565164447527,15250.601751103277,15429.326355146648,15856.371364879029,15892.982895226187,15948.341769689023,16046.083069974842,16176.187334349021,16316.118483832535
1462,Letter Carriers,C,13063.535757154586,13011.459457837429,12810.224562235895,13198.136782915773,13189.529971459884,13507.030592374669,13540.559804600998,13615.21641615589,13727.903401902087,13807.526758701651,13922.888440509605
1463,"Couriers, Messengers and Door-to-Door Distributors",C,14438.625991196861,14373.500753410257,14302.103832307976,14931.307758895524,15169.329008050896,15377.943513675549,15276.086058635774,15425.215405719107,15597.478280100097,15701.447051707966,15796.936164353512
1471,Shippers and Receivers,C,57033.634328191372,56782.197157340728,57876.913236126151,57961.117717447858,59726.296915545834,60235.209291255334,60279.032851562188,60853.74638610195,61226.197347470079,61770.91629649877,62136.374960753143
1472,Storekeepers and Parts Clerks,C,4718.9097141947541,4989.5687149519763,4893.2816131199515,4802.9645090584463,4858.4408016190728,5058.2642959750101,5272.3931809792984,5151.4536148699235,5146.5973471321604,5206.920851145087,5274.5702500331818
1473,Production Clerks,C,10780.633163710532,10732.837772377341,10870.463827650139,11329.812758931708,11619.218171025021,11324.604861044914,11373.434327165176,11547.200867316533,11711.441474270989,11764.592944025593,11783.148984979438
1474,Purchasing and Inventory Clerks,C,16558.558422948201,16483.034500396574,16683.29617253019,17388.275683215776,17594.569983851019,17421.287017563907,17495.198039215516,17728.773368071637,17942.755676918179,18017.841318224753,18088.22769887442
1475,Dispatchers and Radio Operators,C,10549.722966991256,11152.53176221668,11048.1771870507,10820.749522913316,10937.447337563161,10912.237881095718,11309.808374798027,11311.723411108705,11319.736695702511,11398.452168184265,11483.40127825936
1476,Transportation Route and Crew Schedulers,C,3400.8600784381501,3385.8066268867701,3320.4684134513259,3460.7801464742106,3605.0271581505035,3587.2010021373112,3524.0708837564798,3536.6327809516392,3608.5291879743904,3649.9561878591626,3655.6769166022395
2111,Physicists and Astronomers,A,1249.9543133610352,1321.3900201509487,1379.9386226455872,1448.7981836551628,1421.2711236348246,1390.0141620115592,1445.5462787986417,1461.9406746885679,1466.9275238630419,1460.9004140927877,1469.4561530910696
2112,Chemists,A,5908.8334941697649,6247.5320150321659,6505.9569210405898,6780.8765936049949,6644.5501768009208,6498.4215132466907,6758.038366386314,6861.9641302037908,6909.714547709591,6892.6454948696983,6910.0992668656636
2113,"Geologists, Geochemists and Geophysicists",A,1357.8628634138465,1435.5581176636886,1399.4672511706776,1458.6039904737484,1452.5848729358236,1420.639251270389,1477.39486357549,1487.5720685503734,1505.1595575070535,1502.0804627851203,1501.6145591252885
2114,Meteorologists,A,75.998758929177953,80.340513208371434,78.79012766490456,79.508027416957944,77.997380685414001,76.282042147640752,79.329567412087769,77.460282470151512,77.015757520925405,76.477650639794049,77.248277263743489
2115,Other Professional Occupations in Physical Sciences,A,837.97670604026371,886.91698149648346,869.80154106724103,853.7472930673631,880.53120511362431,869.62403406468934,904.36617176827986,895.62268336266834,895.59576741172714,904.31974028498269,910.43641930226488
2121,Biologists and Related Scientists,A,5865.8587747297606,5837.8036061652447,6079.2803751285246,6141.3300652303024,6397.3037099198464,6256.6125544397919,6252.3681812579725,6361.4946541659192,6420.7581095430724,6491.2263891508856,6488.0908766112116
2122,Forestry Professionals,A,867.96710392277237,864.12236013457164,847.44680277105294,860.53553621408537,896.40307845939492,930.91734504149713,911.71354437516106,899.72976431840698,915.61723997030072,933.79770624645664,941.39335698793798
2123,"Agricultural Representatives, Consultants and Specialists",A,766.98243666892415,762.57801871292031,748.37280120564174,779.99649802801287,765.17662579465423,794.63827177500616,771.19848710959741,781.57001249271639,795.72476858486345,793.18370525319801,803.65421728097056
2131,Civil Engineers,A,24832.491600562946,24721.067391889177,24758.907836100992,25701.34550913053,26934.905980207939,27006.965631487576,26596.011599793968,26920.097289418161,27263.219734953509,27528.464404258928,27624.889089840126
2132,Mechanical Engineers,A,18172.33854678048,19209.839556767209,19788.744531598328,20304.499114009181,20257.9940612707,20025.070341828537,20518.919152333423,20739.767875199806,20853.285450343781,20920.455368877585,21037.951394316926
2133,Electrical and Electronics Engineers,A,14326.296260715575,15145.243853470429,14852.975779250604,14979.485442653971,15196.149821654477,15148.405053140754,15567.223604851193,15568.381740936888,15653.914550240155,15759.488348416195,15861.449745947793
2134,Chemical Engineers,A,3490.9461432283215,3689.3209362235011,3841.9271837101255,4022.9440540646456,3946.5084100811191,3919.4584289038257,4022.6263317681223,4092.8526918603284,4112.5782724987803,4105.2145960862726,4134.2767587808612
2141,Industrial and Manufacturing Engineers,A,7485.7043059530051,7916.7118893190218,7763.9377141882032,7758.6831594714777,7611.2687445420797,7904.3259271714205,8081.7823019239504,8038.5794336653862,8046.3098647183588,8071.8516330983048,8195.4849828208244
2142,Metallurgical and Materials Engineers,A,223.98405091940435,237.85020361100558,247.68871527094493,258.15520027262426,253.25027027173184,247.68072493482723,257.57575718540932,264.07896976585602,264.17976900028322,261.1304801746802,259.98972782565545
2143,Mining Engineers,A,2256.8236575720707,2247.91278072053,2340.8961616983479,2439.8144936864205,2377.3542601966442,2457.4172317056555,2384.2930694784386,2447.5733631150147,2479.052059148406,2481.5735401014431,2500.8739648704614
2144,Geological Engineers,A,394.87427040741227,416.50213428765949,433.73046136965598,421.58612190251381,413.5760163024666,429.49996095542036,443.49988041978804,446.4587959154544,440.27145672195672,436.41822539528761,448.36579893616624
2145,Petroleum Engineers,A,1083.9341895693924,1079.157419989567,1123.7960315714708,1103.0537135523555,1153.7514146513674,1198.1743814820582,1167.8898745347879,1178.6062688569905,1173.2168031264787,1192.3988456750174,1206.724504949168
2146,Aerospace Engineers,A,4489.563144912926,4469.9417121503293,4612.242694508268,4797.66544818691,4997.6344935876259,5145.423945698647,5039.2795121237805,5139.6509506377351,5222.745478488172,5293.1120131808893,5312.750498783138
2147,Computer Engineers (Except Software Engineers and Designers),A,8500.8089819042852,8986.5092473956229,8935.4454443510895,9106.2020773431996,9143.9090856147304,8924.3305650900511,9293.6902562926098,9333.0467832228023,9377.7157523640144,9413.117255466188,9459.9463220996531
2148,"Other Professional Engineers, n.e.c.",A,10728.708141724006,10679.078997844146,11120.811827685242,11590.739616639807,12076.961231990184,12171.762395244046,11920.672331425356,12243.828574601319,12469.27827202932,12564.464429691923,12590.893333095852
2151,Architects,A,8558.8571377433091,8589.3434038493961,8938.6320824798277,9316.348356726181,9187.8326650104846,9151.5664120031615,9261.3881609828331,9401.8511183244409,9484.4675015263037,9497.8969956566871,9553.1870169682952
2152,Landscape Architects,A,712.98865503244531,757.43760856497204,742.82081974709718,731.42586991480698,716.48989193974342,744.07694952727275,738.00590201619741,722.29872665213747,726.22683702239249,734.53173573330571,748.36489203038172
2153,Urban and Land Use Planners,A,5264.8958521209643,5240.4840025755775,5401.0701068128765,5442.0831488017338,5344.2908552428644,5550.0624387543321,5435.5707582533614,5497.2401896184638,5530.6671176332675,5572.8661935010186,5650.6056994377377
