NOC 2006,Occupation,Skill Level,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0011,Legislators,MGMT,19.7665052815899,7.7182703316624384,-6.893440228065117,-6.9650994825812518,-6.1709821062063952,14.120575021525042,-5.1027656713158649,-8.3881206873763858,-1.3950569919233544,5.6147241422031016
0012,Senior Government Managers and Officials,MGMT,220.45828662478425,82.904934350402527,-60.924137912551487,-62.666915417658856,-12.552342096053508,180.24222925014146,15.258954538607213,-5.2481241958839746,14.437078099107566,35.928872143897934
0013,"Senior Managers - Financial, Communications and Other Business Services",MGMT,874.97669654514539,434.69411429785396,-409.20602010760012,-188.37843154213806,5.1426921082111221,680.47912264650404,64.578659952840098,-38.291605233025621,71.447600616098498,146.96387727164984
0014,"Senior Managers - Health, Education, Social and Community Services and Membership Organizations",MGMT,-23.212516495945238,205.23878164151756,243.80698234273677,262.17032993242083,139.30292674568591,-119.90040170780776,150.3185953026732,84.630310882250342,59.963266297953851,23.303999174252567
0015,"Senior Managers - Trade, Broadcasting and Other Services, n.e.c.",MGMT,12.489195574287123,-22.31725494383295,-20.933539456963899,46.399665313998867,44.649014699888085,-21.860078515295527,-26.913186798649349,10.972100245925049,22.800844038078139,14.994266235865553
0016,"Senior Managers - Goods Production, Utilities, Transportation and Construction",MGMT,227.18718498490989,171.33480708514981,109.39107174221135,-22.27778553178814,-98.862965304484533,175.6431034164616,47.8722561658833,14.315930110085901,2.6549696905822202,13.892320426278275
0111,Financial Managers,MGMT,-150.36618206317507,850.05324446439045,769.77398522260773,-223.80883501145581,707.85155562897125,134.74751754815952,375.98079504544876,220.77852862116561,171.6314945310296,300.25099054492603
0112,Human Resources Managers,MGMT,-67.395173382339635,98.183655287803049,790.51237890071388,489.81249130304786,-29.146671796312148,-133.68223415663306,212.78757105444311,211.48712868698931,119.26929979545093,62.677614607906435
0113,Purchasing Managers,MGMT,255.31342606856924,-91.860343090120296,-49.057765523984017,-87.765552447193841,127.53950448017349,209.9175150959436,-30.877422136534733,-4.4336926488285826,14.291400901855923,61.308343526127828
0114,Other Administrative Services Managers,MGMT,-43.506334525871353,110.15119997353941,397.1054408205764,408.24293057051909,-224.38313798391755,-205.84425213111172,208.68040801332972,215.00221130697537,150.25325478674677,-44.217637444568027
0121,"Insurance, Real Estate and Financial Brokerage Managers",MGMT,-63.781510135540884,278.17432917086808,398.87155188904399,492.85858030294366,5.2975379642248299,-68.071638413181063,192.31048952088713,150.18696005403399,126.07160667637072,68.930309434837909
0122,"Banking, Credit and Other Investment Managers",MGMT,-152.43933120970905,-257.6964560689521,673.93071716048144,226.19981349146838,1193.7456163884635,-257.91395933333843,235.24853590099519,285.37084157785284,269.5268859253556,324.09524757698091
0123,Other Business Services Managers,MGMT,495.53168695291788,-46.340490920114462,-103.51603433361197,-210.52267669730463,56.897944941058086,408.14697277362939,-3.6426117571008945,-8.0094408410895994,29.605136911413865,91.652923918674787
0131,Telecommunication Carriers Managers,MGMT,259.87472490983873,-46.69993797715324,167.01547726585613,-142.2917517136184,103.21157229975233,92.737400646272363,23.021044383871413,30.312848271421899,10.813249490837734,49.304167010395759
0132,Postal and Courier Services Managers,MGMT,92.464737681327506,70.749830937182878,-36.442145108402201,29.351396161225239,-33.913239270122858,48.951991369339794,26.008858254525876,-0.47440083105061603,10.503417521390247,8.8453395469152838
0211,Engineering Managers,MGMT,283.91347813498487,-37.000307683493702,-38.095237221601565,-98.375810056698356,-10.690419689801274,202.49551468255413,-10.697588766960507,-12.654289195738784,2.6890316092058129,54.119499638883099
0212,Architecture and Science Managers,MGMT,-23.257108205040822,39.398110028429983,214.80482019442752,36.77166525056964,203.20369487751668,-166.89594117145953,65.702942046721546,63.05925613691852,41.287567730073533,49.110631053861653
